
! Data file for `tsp.mos'
! data rigged to demonstrate violated sub-tour

N_COUNTIES: 50
TOWN_NAMES: ["Cookstown, Tyrone" "Tullamore Town, Offaly" "Dungannon, Tyrone" "Carrigaline, Cork" "Castlebar Town, Mayo" "Greystones, Wicklow" "Holywood, North Down" "Limavady, Londonderry" "Strabane, Tyrone" "Enniskillen, Fermanagh" "Malahide, Fingal" "Armagh" "Banbridge, Down" "Leixlip, Kildare" "Letterkenny Town, Donegal" "Mullingar, Westmeath" "Athlone Town, Westmeath" "Celbridge, Kildare" "Clonmel Borough, Tipperary South" "Wexford Borough, Wexford" "Larne, Antrim" "Naas Town, Kildare" "Carlow Town, Carlow" "Navan (An Uaimh) Town, Meath" "Sligo Borough, Sligo" "Omagh, Tyrone" "Antrim" "Kilkenny Borough, Kilkenny" "Tralee Town, Kerry" "Ennis Town, Clare" "Coleraine, Londonderry" "Killarney Town, Kerry" "Swords, Fingal" "Carrickfergus, Antrim" "Newry Newry and Mourne, Armagh Down" "Newtownards, Down" "Ballymena Ballymenantrim" "Bray, Wicklow" "Drogheda Borough, Louth" "Dundalk Town, Louth" "Waterford City, Waterford" "Bangor, North Down" "Newtownabbey, Antrim" "Lisburn, Antrim Down" "Galway City, Galway" "Derry, Londonderry" "Limerick City, Limerick" "Cork City, Cork" "Belfast, Antrim Down" "Dublin, Dublin"]
DIST_MATRIX: [
0.0 159.529 14.9109 332.3609 186.8471 171.4954 57.7665 53.4338 50.5253 66.1434 137.8994 32.9319 44.6788 142.9832 72.3771 129.9012 156.2391 145.2999 262.0258 256.8048 63.7445 158.0346 201.0022 110.5824 118.9899 36.718 35.5728 223.3242 328.0165 247.9959 54.7741 340.2876 136.1731 60.7972 57.801 67.8734 38.7658 165.3964 105.8954 74.8369 265.8578 68.9318 50.3569 47.2063 214.6385 53.4721 252.0472 326.2332 34.7431 147.015
159.529 0.0 145.0125 172.9715 134.8043 95.142 185.4721 192.1852 172.4619 119.0603 91.1806 131.5491 143.7343 67.3236 187.3828 29.6668 33.9465 63.8081 103.4147 125.1652 206.8039 55.7944 61.4427 66.9574 128.6052 147.4175 181.1204 71.0272 185.6143 110.6115 213.2761 191.3343 86.795 194.1219 125.5512 187.743 193.5586 92.3054 89.8232 107.5984 115.8292 193.9513 185.7965 165.1534 103.8853 191.6339 101.7233 167.2222 180.5544 82.2797
14.9109 145.0125 0.0 317.934 179.286 157.623 60.9426 64.5306 57.0989 58.8051 124.2182 19.0444 36.6641 128.4585 79.5358 115.3564 142.8485 130.6936 247.2979 242.1277 71.978 143.2703 186.1007 95.8084 113.5368 36.3802 42.9917 208.4366 315.4971 235.4544 69.6849 327.2043 122.3047 65.9005 45.9254 69.819 50.5119 151.5066 91.985 61.3613 250.947 72.3115 55.2765 45.9082 203.4626 64.4316 238.5806 311.9185 42.2029 132.933
332.3609 172.9715 317.934 0.0 234.2294 215.3104 355.7988 361.0622 340.0482 285.2356 236.1555 304.3772 314.8264 214.4383 351.4089 202.6365 181.0417 210.3725 75.9792 143.7578 378.2839 194.9617 150.3554 233.0605 273.2823 317.1719 353.5709 121.3453 102.6427 121.3803 385.6132 80.8492 233.5926 364.7365 295.7971 356.652 366.426 217.7122 251.515 276.3721 100.391 363.2612 357.1138 335.8571 167.5673 360.4331 95.8586 10.9268 353.0373 222.8819
186.8471 134.8043 179.286 234.2294 0.0 226.0932 239.6451 180.9761 160.1391 120.8275 211.4609 180.289 204.1035 192.3547 158.305 133.4053 100.8578 190.1272 197.6763 252.914 250.4535 187.3518 192.8377 171.8165 70.6961 152.7076 221.6999 190.4002 178.1248 113.7119 220.9303 200.0025 206.8579 245.1511 195.5964 247.4277 224.7676 222.0591 193.1774 189.2305 229.3238 250.889 234.5443 221.9619 66.7149 180.1749 138.9523 224.1346 220.8814 207.3657
171.4954 95.142 157.623 215.3104 226.0932 0.0 165.7614 220.631 207.2526 167.4135 33.8662 138.6948 133.8972 36.2583 227.9427 93.4314 127.3645 37.169 140.3331 93.8798 190.6103 39.4276 66.9009 68.8127 201.3386 180.0309 174.7131 95.5384 262.5116 197.4314 223.6788 260.8842 35.3267 174.7808 115.5525 162.2557 191.1607 6.1305 65.6399 96.7565 120.8021 169.297 170.8714 149.7466 198.5904 220.3849 179.1262 214.1035 174.5403 25.3404
57.7665 185.4721 60.9426 355.7988 239.6451 165.7614 0.0 101.5428 105.9486 119.672 133.0051 60.8847 41.9262 147.3226 126.112 156.943 191.7764 150.797 281.5223 258.5505 24.8626 165.8769 212.2008 122.8921 174.4697 94.272 25.0474 238.5554 365.9448 286.4651 76.1617 375.0517 133.2302 9.1747 60.1039 10.9524 37.8512 160.2424 107.2249 79.4926 276.8606 11.375 9.4699 20.4169 258.888 101.9147 285.2249 351.1315 25.7151 145.2954
53.4338 192.1852 64.5306 361.0622 180.9761 220.631 101.5428 0.0 21.9884 76.1162 187.7378 83.3996 98.0979 189.4006 28.2222 163.9609 180.168 191.1229 295.4302 301.1314 95.5316 202.2113 241.7341 155.4544 110.5216 44.8449 76.5143 260.8427 342.0848 263.6315 42.9173 357.8024 185.4898 100.6714 110.3436 112.4914 66.7649 214.5007 155.2942 125.4957 304.9473 111.0391 92.3167 97.4718 223.7771 0.8035 273.5743 353.7923 75.8762 195.545
50.5253 172.4619 57.0989 340.0482 160.1391 207.2526 105.9486 21.9884 0.0 54.8169 175.2198 74.3947 93.4258 174.5629 22.4424 144.853 159.026 175.9444 275.376 284.4998 104.9733 186.1088 223.9402 140.2906 89.4774 27.355 81.3972 241.928 320.0964 241.6786 61.1912 335.8625 172.5795 106.9633 102.223 116.6259 75.8134 201.1476 142.8686 114.7626 286.3273 116.4896 97.3982 97.6505 201.8192 21.2447 251.9103 332.633 80.6394 181.9509
66.1434 119.0603 58.8051 285.2356 120.8275 167.4135 119.672 76.1162 54.8169 0.0 138.7541 63.3986 88.1601 132.1245 68.3303 92.8926 104.2091 132.5946 221.2457 236.094 129.6326 140.195 173.7 98.6092 55.2593 35.032 100.881 189.4973 268.1229 188.8388 107.3783 282.7382 135.2126 124.6656 85.6854 128.1656 104.5111 161.5529 108.6448 88.5029 234.2132 131.021 114.0309 103.2867 151.5522 75.4514 197.5757 277.8212 100.0613 142.4112
137.8994 91.1806 124.2182 236.1555 211.4609 33.8662 133.0051 187.7378 175.2198 138.7541 0.0 105.2196 100.0793 24.5056 196.3789 78.988 118.5645 28.5362 160.1851 125.562 157.7762 42.3885 85.9786 42.1568 177.8954 148.2271 141.0236 114.8269 271.8091 200.6983 189.8286 273.4235 4.6369 142.1059 81.6887 130.1964 157.3997 27.9043 32.4575 63.0718 147.249 137.2342 137.7009 116.3639 193.7778 187.5224 187.0922 233.645 140.8334 13.3995
32.9319 131.5491 19.0444 304.3772 180.289 138.6948 60.8847 83.3996 74.3947 63.3986 105.2196 0.0 24.7622 110.1359 96.7574 101.9864 133.0808 112.5288 232.5154 224.0878 77.6468 125.5404 169.2381 78.1943 118.4749 50.5638 50.0893 192.4999 307.0318 227.1774 86.9365 317.438 103.3687 67.897 27.8434 67.5123 62.0511 132.5851 73.0593 42.3171 234.3324 71.677 57.9381 41.8837 198.1611 83.2715 228.0786 298.7694 49.4553 114.1155
44.6788 143.7343 36.6641 314.8264 204.1035 133.8972 41.9262 98.0979 93.4258 88.1601 100.0793 24.7622 0.0 110.3872 115.7881 115.0534 150.0853 113.4747 241.1397 223.9286 63.4627 127.9395 173.6508 82.7898 143.1996 72.6004 41.4069 199.0131 324.1828 244.8498 90.7004 333.1305 99.2883 50.4062 19.6282 46.0106 57.4067 127.981 70.4632 39.9645 238.7811 51.3513 42.2874 21.5109 218.5564 98.1462 243.299 309.9142 41.122 111.0075
