
! Data file for `tsp.mos'
! data rigged to demonstrate violated sub-tour

N_COUNTIES: 70
TOWN_NAMES: ['Portstewart, Coleraine, Londonderry' 'Midleton Town, Cork' 'Tramore, Waterford' 'Shannon, Clare' 'Magherafelt, Londonderry' 'Portmarnock, Fingal' 'Ballyclare, Newtownabbey, Antrim' 'Comber, Ards, Down' 'Mallow Town, Cork' 'Enniscorthy Town, Wexford' 'Ballymoney, Antrim' 'Skerries, Fingal' 'Wicklow Town, Wicklow' 'Ballina, Mayo' 'Cobh Town, Cork' 'Arklow Town, Wicklow' 'Maynooth, Kildare' 'Cahersiveen, Kerry' 'Balbriggan, Fingal, Dublin' 'Downpatrick, Down' 'Cookstown, Tyrone' 'Tullamore Town, Offaly' 'Dungannon, Tyrone' 'Carrigaline, Cork' 'Castlebar Town, Mayo' 'Greystones, Wicklow' 'Holywood, North Down' 'Limavady, Londonderry' 'Strabane, Tyrone' 'Enniskillen, Fermanagh' 'Malahide, Fingal' 'Armagh' 'Banbridge, Down' 'Leixlip, Kildare' 'Letterkenny Town, Donegal' 'Mullingar, Westmeath' 'Athlone Town, Westmeath' 'Celbridge, Kildare' 'Clonmel Borough, Tipperary South' 'Wexford Borough, Wexford' 'Larne, Antrim' 'Naas Town, Kildare' 'Carlow Town, Carlow' 'Navan (An Uaimh) Town, Meath' 'Sligo Borough, Sligo' 'Omagh, Tyrone' 'Antrim' 'Kilkenny Borough, Kilkenny' 'Tralee Town, Kerry' 'Ennis Town, Clare' 'Coleraine, Londonderry' 'Killarney Town, Kerry' 'Swords, Fingal' 'Carrickfergus, Antrim' 'Newry Newry and Mourne, Armagh Down' 'Newtownards, Down' 'Ballymena Ballymenantrim' 'Bray, Wicklow' 'Drogheda Borough, Louth' 'Dundalk Town, Louth' 'Waterford City, Waterford' 'Bangor, North Down' 'Newtownabbey, Antrim' 'Lisburn, Antrim Down' 'Galway City, Galway' 'Derry, Londonderry' 'Limerick City, Limerick' 'Cork City, Cork' 'Belfast, Antrim Down' 'Dublin, Dublin']
DIST_MATRIX: [
0.0 376.1218 337.4024 308.9735 48.4535 199.3667 73.5886 94.1289 361.8763 298.3835 18.1194 182.8032 249.0339 196.8496 385.1123 267.9795 200.8105 427.696 178.798 114.9616 60.5951 218.2985 75.4774 390.3627 222.2328 230.213 82.8439 42.3573 62.1061 110.5132 196.3753 93.0584 97.4403 203.1198 69.6238 188.9011 211.353 205.5729 321.4165 317.1401 67.652 218.5389 261.569 171.1139 151.5512 75.6433 61.283 283.5584 378.6361 299.2673 6.8929 392.9783 195.0528 78.3766 114.7512 93.0685 45.293 224.1787 165.0567 133.63 326.3482 89.2297 73.5886 87.6062 261.5867 43.1484 306.6023 383.7803 61.0468 206.2847
376.1218 0.0 75.1481 100.6507 332.3229 217.0549 341.0161 334.4278 41.305 127.0768 367.3764 231.4402 186.585 253.2037 10.9643 168.2044 194.7529 140.3941 230.9637 314.3326 317.5838 158.0572 303.0355 18.4495 228.2489 197.0937 339.4646 347.8607 327.107 272.3753 218.4326 289.0213 298.7473 197.0171 339.2294 187.6876 168.4809 192.9814 58.4912 125.7095 362.2037 177.5253 132.513 216.5965 263.2876 303.6497 337.8971 103.6186 111.5625 117.5404 371.2218 92.5655 215.9608 348.4504 279.5819 340.0563 351.0561 199.5814 234.5403 259.9785 82.0588 346.72 341.0161 319.6424 162.0941 347.2503 89.3483 21.5935 337.3817 205.1205
337.4024 75.1481 0.0 131.8538 290.4657 156.2378 291.218 281.3144 102.6221 54.5372 325.9379 172.4736 117.7157 254.9349 85.6137 97.3778 140.6405 211.2112 173.3689 259.0096 276.9336 125.9509 262.0227 93.1822 236.3383 131.33 288.0436 315.7251 296.9797 244.6267 158.2314 245.4632 249.9809 140.7788 312.9169 152.1587 150.0336 137.2492 43.0648 50.5784 312.1634 122.2347 76.4164 167.8571 251.0691 270.941 291.0205 55.1338 174.0779 145.9121 331.7065 161.1168 156.796 297.2142 230.3527 286.7467 305.8987 135.0337 180.8198 210.0248 11.2005 293.6992 291.218 269.4434 177.9685 315.2343 115.0981 96.0222 290.6357 144.9588
308.9735 100.6507 131.8538 0.0 271.4577 199.4481 290.9434 290.0933 65.4369 156.9568 304.0345 207.9984 192.1455 156.9654 103.5696 182.7082 169.5417 124.8904 205.0593 275.2231 256.0973 111.4905 243.0882 104.6643 129.9204 193.3089 292.04 274.4506 252.5882 198.9639 199.4049 233.709 250.1946 174.8994 260.2305 136.5615 100.6286 170.8945 88.812 168.1746 311.2577 158.5492 131.0684 178.3007 175.7844 233.4093 283.6447 109.8801 74.3859 16.8925 305.2697 84.212 195.3977 300.1705 233.517 295.678 293.5647 192.6861 201.3137 217.1893 129.4903 301.4407 290.9434 271.6487 63.2226 273.7396 17.0688 94.364 282.9721 188.4096
48.4535 332.3229 290.4657 271.4577 0.0 150.9958 42.0279 59.9309 320.697 250.2933 35.4924 134.5438 200.6211 179.3366 341.6674 219.5267 152.6988 393.2994 130.4402 74.5388 15.3614 174.3102 29.3008 347.2347 200.4898 181.8105 50.7317 51.9348 55.3816 80.271 147.9939 45.1086 50.1507 154.8252 75.4114 144.6515 171.5622 157.3603 276.4769 268.9208 51.5078 170.5886 214.3055 123.2926 131.7197 48.3862 26.0156 237.2241 343.3568 263.3414 42.0727 355.6465 146.6189 51.6417 66.4967 61.5422 24.2851 175.7653 116.6032 85.1788 279.3499 61.1196 42.0279 45.7054 229.7362 52.2018 267.3655 341.2052 25.2592 157.8314
199.3667 217.0549 156.2378 199.4481 150.9958 0.0 140.4047 127.516 221.7513 106.6798 184.4948 17.2894 49.7653 212.8158 227.8238 69.8027 30.8865 320.6251 20.5759 103.9941 140.9429 91.8556 127.2764 234.8389 213.3258 30.9206 135.617 190.8067 178.2769 141.6386 3.069 108.2747 102.9843 24.7208 199.4227 80.5712 119.7891 28.5999 158.8928 123.009 160.4098 41.7854 84.5483 44.7033 180.4347 151.2757 143.8722 113.4936 271.6211 200.9992 192.8122 272.9335 6.7269 144.7035 84.6601 132.6719 160.2772 25.0076 35.5262 66.1109 145.2908 139.7132 140.4047 119.1167 194.7886 190.5914 186.949 232.4558 143.6884 11.9882
73.5886 341.0161 291.218 290.9434 42.0279 140.4047 0.0 20.5603 334.3068 245.7868 55.5132 123.1173 189.4809 215.8817 350.9817 210.1508 150.5778 415.0426 120.512 42.7478 50.3569 185.7965 55.2765 357.1138 234.5443 170.8714 9.4699 92.3167 97.3982 114.0309 137.7009 57.9381 42.2874 150.7972 117.2248 156.8599 190.4185 154.1303 283.3404 263.034 21.1919 168.9865 215.0875 124.8129 168.3788 87.0665 16.045 240.9238 364.5745 284.8534 66.8654 374.3255 137.6416 10.6376 61.5235 20.3318 28.4545 165.2297 110.5946 81.5578 280.0209 19.0921 0.0 21.7752 255.9913 92.7044 284.6444 352.1859 16.7785 149.6557
94.1289 334.4278 281.3144 290.0933 59.9309 127.516 20.5603 0.0 330.1446 233.975 76.0371 110.3382 175.5269 226.1247 344.6376 196.6745 141.2062 414.8058 108.4912 24.7129 65.0921 182.083 66.0213 351.0095 242.8355 157.2519 11.3602 111.4388 114.5354 123.9936 125.0083 62.6868 40.6477 140.5548 135.2466 154.1393 190.3516 144.1678 276.253 250.5204 34.5186 159.4362 205.883 117.9701 179.1592 100.896 35.1333 232.7479 364.245 285.1443 87.4195 372.5789 125.5273 18.5569 56.6934 5.6676 49.0084 151.867 100.7912 74.8674 270.1579 12.3954 20.5603 20.8747 259.1912 111.7727 282.6772 346.6361 35.7035 137.6005
361.8763 41.305 102.6221 65.4369 320.697 221.7513 334.3068 330.1446 0.0 147.0306 354.8788 234.1591 199.5454 222.1067 40.4268 184.0088 195.6568 109.1866 232.6703 312.0463 305.5352 148.5114 291.5345 39.9454 195.3489 206.7073 333.8968 330.381 308.9375 254.2654 222.5951 279.4211 292.2288 199.2594 318.8513 177.6385 150.6215 195.0912 69.1725 150.6795 355.299 180.2766 139.8191 212.8319 237.8393 287.3778 329.3096 111.3843 72.7366 81.9208 357.5174 58.719 219.4335 342.5961 273.8632 335.8121 341.1292 208.0376 233.3354 255.3224 105.9973 342.1528 334.3068 313.6184 128.6384 329.7167 58.8115 29.2416 328.7193 209.8205
298.3835 127.0768 54.5372 156.9568 250.2933 106.6798 245.7868 233.975 147.0306 0.0 285.323 123.693 63.88 247.9198 137.923 42.9679 97.5958 255.851 125.5571 210.6619 237.933 105.722 223.1925 145.4908 235.0605 79.0636 241.6451 281.6675 264.8511 216.2244 109.0554 205.3349 206.0681 95.8091 283.0431 124.6456 137.3038 93.0161 78.1326 19.9022 266.2658 79.938 44.3346 127.3935 233.9691 237.7931 247.475 48.3836 213.6319 167.2119 292.2618 205.285 108.4643 250.7927 186.6579 239.2105 263.202 83.5021 135.6279 166.4831 45.4117 246.242 245.7868 224.1447 187.1017 281.2726 140.1297 146.7047 247.1831 96.3887
