
! Data file for `tsp.mos'
! data rigged to demonstrate violated sub-tour

N_COUNTIES: 20
TOWN_NAMES: ['Coleraine, Londonderry' 'Killarney Town, Kerry' 'Swords, Fingal' 'Carrickfergus, Antrim' 'Newry Newry and Mourne, Armagh Down' 'Newtownards, Down' 'Ballymena Ballymenantrim' 'Bray, Wicklow' 'Drogheda Borough, Louth' 'Dundalk Town, Louth' 'Waterford City, Waterford' 'Bangor, North Down' 'Newtownabbey, Antrim' 'Lisburn, Antrim Down' 'Galway City, Galway' 'Derry, Londonderry' 'Limerick City, Limerick' 'Cork City, Cork' 'Belfast, Antrim Down' 'Dublin, Dublin']
DIST_MATRIX: [
0.0 389.3621 188.5577 71.9074 108.1663 86.4695 38.5035 217.6555 158.6244 127.1827 320.6319 82.7808 66.8654 80.7133 258.7935 43.6759 302.5833 379.1459 54.1618 199.8423
389.3621 0.0 269.8742 383.3488 315.8867 378.2055 377.649 261.6082 280.1165 298.7122 164.7153 384.157 374.3255 354.635 137.8731 357.0775 89.9042 72.0042 366.8057 261.2266
188.5577 269.8742 0.0 142.3649 80.5751 130.7942 156.6855 29.2234 30.32 61.4831 145.7545 137.8173 137.6416 116.1597 189.2352 185.2576 183.2379 230.9092 140.2244 12.0757
71.9074 383.3488 142.3649 0.0 68.9594 15.4186 34.723 169.2877 116.3947 88.5117 286.0305 10.8856 10.6376 28.9808 266.0557 101.106 293.5717 360.0088 26.5406 154.4329
108.1663 315.8867 80.5751 68.9594 0.0 62.3268 76.5709 109.5549 51.1929 20.3426 219.1529 68.4154 61.5235 40.0644 204.9073 110.273 225.9843 291.0507 60.5759 92.1024
86.4695 378.2055 130.7942 15.4186 62.3268 0.0 48.4313 156.9204 106.3168 80.5333 275.5962 7.0444 20.3318 25.6365 264.4742 112.8611 288.3053 352.2915 36.6424 142.8621
38.5035 377.649 156.6855 34.723 76.5709 48.4313 0.0 185.2846 127.7432 96.7262 294.7176 45.5161 28.4545 43.4353 253.3137 67.2601 288.8424 360.7787 16.8629 168.4138
217.6555 261.6082 29.2234 169.2877 109.5549 156.9204 185.2846 0.0 59.527 90.6807 124.3659 163.9643 165.2297 144.0296 196.0545 214.2548 178.8234 216.2189 168.6935 19.2908
158.6244 280.1165 30.32 116.3947 51.1929 106.3168 127.7432 59.527 0.0 31.4479 169.6358 113.1845 110.5946 88.8408 185.3645 155.0748 191.1272 247.7544 111.5852 41.2306
127.1827 298.7122 61.4831 88.5117 20.3426 80.5333 96.7262 90.6807 31.4479 0.0 198.8246 86.9952 81.5578 59.8961 192.438 125.333 208.866 271.8483 80.8764 72.6599
320.6319 164.7153 145.7545 286.0305 219.1529 275.5962 294.7176 124.3659 169.6358 198.8246 0.0 282.5445 280.0209 258.2464 172.5011 304.4628 112.5107 102.2552 279.4418 133.9509
82.7808 384.157 137.8173 10.8856 68.4154 7.0444 45.5161 163.9643 113.1845 86.9952 282.5445 0.0 19.0921 30.2318 269.3464 111.4521 294.2723 358.8299 35.8653 149.8867
66.8654 374.3255 137.6416 10.6376 61.5235 20.3318 28.4545 165.2297 110.5946 81.5578 280.0209 19.0921 0.0 21.7752 255.9913 92.7044 284.6444 352.1859 16.7785 149.6557
80.7133 354.635 116.1597 28.9808 40.0644 25.6365 43.4353 144.0296 88.8408 59.8961 258.2464 30.2318 21.7752 0.0 239.1294 97.6941 264.8084 331.0724 26.7317 128.138
258.7935 137.8731 189.2352 266.0557 204.9073 264.4742 253.3137 196.0545 185.3645 192.438 172.5011 269.3464 255.9913 239.1294 0.0 223.0174 72.7791 157.431 245.3315 185.8628
43.6759 357.0775 185.2576 101.106 110.273 112.8611 67.2601 214.2548 155.0748 125.333 304.4628 111.4521 92.7044 97.6941 223.0174 0.0 272.888 353.1521 76.2361 195.2858
302.5833 89.9042 183.2379 293.5717 225.9843 288.3053 288.8424 178.8234 191.1272 208.866 112.5107 294.2723 284.6444 264.8084 72.7791 272.888 0.0 86.2505 277.5188 175.645
379.1459 72.0042 230.9092 360.0088 291.0507 352.2915 360.7787 216.2189 247.7544 271.8483 102.2552 358.8299 352.1859 331.0724 157.431 353.1521 86.2505 0.0 347.6658 220.4714
54.1618 366.8057 140.2244 26.5406 60.5759 36.6424 16.8629 168.6935 111.5852 80.8764 279.4418 35.8653 16.7785 26.7317 245.3315 76.2361 277.5188 347.6658 0.0 152.0202
199.8423 261.2266 12.0757 154.4329 92.1024 142.8621 168.4138 19.2908 41.2306 72.6599 133.9509 149.8867 149.6557 128.138 185.8628 195.2858 175.645 220.4714 152.0202 0.0
];

