
! Data file for `tsp.mos'
! data rigged to demonstrate violated sub-tour

N_COUNTIES: 40
TOWN_NAMES: ['Malahide, Fingal' 'Armagh' 'Banbridge, Down' 'Leixlip, Kildare' 'Letterkenny Town, Donegal' 'Mullingar, Westmeath' 'Athlone Town, Westmeath' 'Celbridge, Kildare' 'Clonmel Borough, Tipperary South' 'Wexford Borough, Wexford' 'Larne, Antrim' 'Naas Town, Kildare' 'Carlow Town, Carlow' 'Navan (An Uaimh) Town, Meath' 'Sligo Borough, Sligo' 'Omagh, Tyrone' 'Antrim' 'Kilkenny Borough, Kilkenny' 'Tralee Town, Kerry' 'Ennis Town, Clare' 'Coleraine, Londonderry' 'Killarney Town, Kerry' 'Swords, Fingal' 'Carrickfergus, Antrim' 'Newry Newry and Mourne, Armagh Down' 'Newtownards, Down' 'Ballymena Ballymenantrim' 'Bray, Wicklow' 'Drogheda Borough, Louth' 'Dundalk Town, Louth' 'Waterford City, Waterford' 'Bangor, North Down' 'Newtownabbey, Antrim' 'Lisburn, Antrim Down' 'Galway City, Galway' 'Derry, Londonderry' 'Limerick City, Limerick' 'Cork City, Cork' 'Belfast, Antrim Down' 'Dublin, Dublin']
DIST_MATRIX: [
0.0 105.2196 100.0793 24.5056 196.3789 78.988 118.5645 28.5362 160.1851 125.562 157.7762 42.3885 85.9786 42.1568 177.8954 148.2271 141.0236 114.8269 271.8091 200.6983 189.8286 273.4235 4.6369 142.1059 81.6887 130.1964 157.3997 27.9043 32.4575 63.0718 147.249 137.2342 137.7009 116.3639 193.7778 187.5224 187.0922 233.645 140.8334 13.3995
105.2196 0.0 24.7622 110.1359 96.7574 101.9864 133.0808 112.5288 232.5154 224.0878 77.6468 125.5404 169.2381 78.1943 118.4749 50.5638 50.0893 192.4999 307.0318 227.1774 86.9365 317.438 103.3687 67.897 27.8434 67.5123 62.0511 132.5851 73.0593 42.3171 234.3324 71.677 57.9381 41.8837 198.1611 83.2715 228.0786 298.7694 49.4553 114.1155
100.0793 24.7622 0.0 110.3872 115.7881 115.0534 150.0853 113.4747 241.1397 223.9286 63.4627 127.9395 173.6508 82.7898 143.1996 72.6004 41.4069 199.0131 324.1828 244.8498 90.7004 333.1305 99.2883 50.4062 19.6282 46.0106 57.4067 127.981 70.4632 39.9645 238.7811 51.3513 42.2874 21.5109 218.5564 98.1462 243.299 309.9142 41.122 111.0075
24.5056 110.1359 110.3872 0.0 194.5484 58.953 96.3598 4.1727 138.5438 114.1314 171.5958 19.4928 65.6664 34.3117 165.104 147.2094 151.7766 93.6291 247.3788 176.2882 196.8776 249.3226 20.6105 156.4968 90.9006 146.0097 167.4073 31.0106 40.2028 70.6815 129.6127 152.9449 150.7972 129.043 170.6932 189.0867 162.642 211.4155 151.4671 15.3136
196.3789 96.7574 115.7881 194.5484 0.0 160.9666 170.7612 195.7058 289.2193 302.8168 122.5469 205.1608 241.2642 160.2399 89.3051 48.2013 101.1886 257.7834 325.214 248.2657 70.8788 342.3828 193.5816 126.286 124.5978 136.9503 93.4279 221.8653 164.171 136.6937 302.4607 136.2523 117.2248 119.1894 206.1285 27.5253 260.9401 343.5483 100.4753 202.6043
78.988 101.9864 115.0534 58.953 160.9666 0.0 41.4325 56.835 132.538 144.5372 177.7577 56.3638 81.1991 44.4051 111.8437 119.116 151.7097 97.0776 210.9375 133.2801 183.7936 218.4508 74.3512 165.4464 97.4464 159.7726 163.9538 89.0243 68.194 80.6279 141.5805 165.7903 156.8599 136.5497 117.3474 163.4406 128.5465 196.8335 151.1298 73.9835
118.5645 133.0808 150.0853 96.3598 170.7612 41.4325 0.0 93.4115 120.0717 156.2206 210.6497 88.0035 93.6209 85.8207 101.0441 136.7834 183.0293 97.362 174.1899 94.7928 207.1302 184.4953 113.9677 199.7677 134.1849 195.8746 193.214 123.9705 109.5944 119.4016 140.9135 201.4307 190.4185 171.4411 75.9679 179.5252 95.8101 173.6306 182.3605 111.6705
28.5362 112.5288 113.4747 4.1727 195.7058 56.835 93.4115 0.0 134.5 111.5704 174.9882 15.5022 61.8589 35.7033 164.3088 148.5921 154.8285 89.6579 243.2913 172.4156 199.3804 245.168 24.7326 159.9687 93.9301 149.6441 170.3426 32.3309 43.5828 73.6441 126.0701 156.5618 154.1303 132.3624 167.3863 190.7943 158.564 207.3081 154.5047 18.4856
160.1851 232.5154 241.1397 138.5438 289.2193 132.538 120.0717 134.5 0.0 83.9303 304.5312 119.0547 74.511 158.6412 219.859 250.7388 280.7934 45.425 136.2116 102.8979 316.2395 127.1666 157.6143 290.5533 221.8289 281.8675 294.3954 142.3732 176.1331 202.0416 41.3808 288.5748 283.3404 261.8471 136.7495 294.8642 72.0333 73.8532 280.3053 146.927
125.562 224.0878 223.9286 114.1314 302.8168 144.5372 156.2206 111.5704 83.9303 0.0 283.2891 99.0752 63.9723 146.4273 253.596 257.393 265.308 63.5438 220.0281 179.6613 310.9497 209.3921 125.3978 267.6611 204.6585 255.6517 281.2253 98.8884 153.4861 184.6216 44.7889 262.6952 263.034 241.5067 202.7565 300.7464 151.1376 146.4396 265.043 113.3792
157.7762 77.6468 63.4627 171.5958 122.5469 177.7577 210.6497 174.9882 304.5312 283.2891 0.0 189.9314 236.1122 145.9885 182.6672 99.6596 28.9876 262.0641 384.6746 304.8215 61.6955 394.8259 157.9204 16.0499 82.7092 30.767 29.2152 185.0759 131.4134 102.6987 300.9698 24.6716 21.1919 42.8204 274.8483 96.0653 305.2522 373.3228 29.7812 169.9734
42.3885 125.5404 127.9395 19.4928 205.1608 56.3638 88.0035 15.5022 119.0547 99.0752 189.9314 0.0 46.463 47.4623 167.394 158.8504 169.1726 74.1577 230.1141 161.0819 212.4731 231.1493 39.162 175.0412 108.3278 164.9363 184.436 36.5502 58.6866 87.9863 111.0395 171.8315 168.9865 147.2114 159.5046 201.8427 145.5726 192.0061 168.8211 30.1477
85.9786 169.2381 173.6508 65.6664 241.2642 81.1991 93.6209 61.8589 74.511 63.9723 236.1122 46.463 0.0 91.4501 189.6489 197.2679 214.6232 29.1098 197.1302 137.9082 255.7579 194.2819 83.6793 221.355 154.0262 211.3909 229.4851 68.3141 105.103 133.7203 65.2325 218.2779 215.0875 193.3259 149.7467 241.2887 115.6202 148.3005 214.2337 72.6322
42.1568 78.1943 82.7898 34.3117 160.2399 44.4051 85.8207 35.7033 158.6412 146.4273 145.9885 47.4623 91.4501 0.0 135.7419 112.9357 123.3509 116.2297 252.5313 176.4094 165.0881 258.0453 37.9933 131.9129 63.3021 123.6206 138.0449 62.9445 23.7956 43.4019 156.6796 130.2027 124.8129 103.2364 161.6484 155.1194 168.6348 228.6819 122.9368 43.8557
177.8954 118.4749 143.1996 165.104 89.3051 111.8437 101.0441 164.3088 219.859 253.596 182.6672 167.394 189.6489 135.7419 0.0 83.3857 154.4598 197.8352 237.2063 162.3816 150.2441 255.6688 173.7152 179.0051 139.0278 183.23 155.8398 196.0756 151.9025 138.2763 241.846 185.8423 168.3788 158.5067 118.1192 109.7236 179.0461 264.4474 153.6309 178.1496
148.2271 50.5638 72.6004 147.2094 48.2013 119.116 136.7834 148.5921 250.7388 257.393 99.6596 158.8504 197.2679 112.9357 83.3857 0.0 72.1624 216.0221 303.0559 223.6256 72.3604 317.3594 145.4894 97.5144 78.114 104.0911 72.4543 173.9346 115.9795 88.7619 260.191 105.5224 87.0665 81.6172 186.5581 44.3276 231.4085 310.1427 71.3353 154.7116
141.0236 50.0893 41.4069 151.7766 101.1886 151.7097 183.0293 154.8285 280.7934 265.308 28.9876 169.1726 214.6232 123.3509 154.4598 72.1624 0.0 239.4502 356.7399 276.7809 54.4032 367.466 140.4408 25.7428 60.8988 35.9854 16.8588 168.8751 111.8652 81.2123 279.8256 35.1225 16.045 26.6236 246.0848 76.8791 278.1623 348.2164 0.8298 152.2506
114.8269 192.4999 199.0131 93.6291 257.7834 97.0776 97.362 89.6579 45.425 63.5438 262.0641 74.1577 29.1098 116.2297 197.8352 216.0221 239.4502 0.0 171.5761 119.2489 278.0218 166.9602 112.3465 247.6631 179.4831 238.316 253.7467 97.2576 132.1029 159.3676 44.8134 245.1222 240.9238 219.251 139.2809 260.3405 93.4089 119.1908 239.0123 101.5384
