
! Data file for `tsp.mos'
! data rigged to demonstrate violated sub-tour

N_COUNTIES: 80
TOWN_NAMES: ['Donaghadee, Ards, Down' 'New Ross Town, Wexford' 'Youghal, Cork' 'Carryduff, Castlereagh, Down' 'Rush, Fingal' 'Warrenpoint, Newry and Mourne, Down' 'Thurles Town, Tipperary North' 'Newcastle, Down' 'Dungarvan Town, Waterford' 'Longford Town, Longford' 'Portstewart, Coleraine, Londonderry' 'Midleton Town, Cork' 'Tramore, Waterford' 'Shannon, Clare' 'Magherafelt, Londonderry' 'Portmarnock, Fingal' 'Ballyclare, Newtownabbey, Antrim' 'Comber, Ards, Down' 'Mallow Town, Cork' 'Enniscorthy Town, Wexford' 'Ballymoney, Antrim' 'Skerries, Fingal' 'Wicklow Town, Wicklow' 'Ballina, Mayo' 'Cobh Town, Cork' 'Arklow Town, Wicklow' 'Maynooth, Kildare' 'Cahersiveen, Kerry' 'Balbriggan, Fingal, Dublin' 'Downpatrick, Down' 'Cookstown, Tyrone' 'Tullamore Town, Offaly' 'Dungannon, Tyrone' 'Carrigaline, Cork' 'Castlebar Town, Mayo' 'Greystones, Wicklow' 'Holywood, North Down' 'Limavady, Londonderry' 'Strabane, Tyrone' 'Enniskillen, Fermanagh' 'Malahide, Fingal' 'Armagh' 'Banbridge, Down' 'Leixlip, Kildare' 'Letterkenny Town, Donegal' 'Mullingar, Westmeath' 'Athlone Town, Westmeath' 'Celbridge, Kildare' 'Clonmel Borough, Tipperary South' 'Wexford Borough, Wexford' 'Larne, Antrim' 'Naas Town, Kildare' 'Carlow Town, Carlow' 'Navan (An Uaimh) Town, Meath' 'Sligo Borough, Sligo' 'Omagh, Tyrone' 'Antrim' 'Kilkenny Borough, Kilkenny' 'Tralee Town, Kerry' 'Ennis Town, Clare' 'Coleraine, Londonderry' 'Killarney Town, Kerry' 'Swords, Fingal' 'Carrickfergus, Antrim' 'Newry Newry and Mourne, Armagh Down' 'Newtownards, Down' 'Ballymena Ballymenantrim' 'Bray, Wicklow' 'Drogheda Borough, Louth' 'Dundalk Town, Louth' 'Waterford City, Waterford' 'Bangor, North Down' 'Newtownabbey, Antrim' 'Lisburn, Antrim Down' 'Galway City, Galway' 'Derry, Londonderry' 'Limerick City, Limerick' 'Cork City, Cork' 'Belfast, Antrim Down' 'Dublin, Dublin']
DIST_MATRIX: [
0.0 266.4189 335.7694 26.7599 129.2521 76.232 264.239 52.6339 315.0824 178.4565 96.6149 350.0405 295.6491 306.8637 69.869 140.679 27.8454 16.8579 346.4107 247.3566 78.6705 123.7231 187.6314 241.3289 360.3208 209.0525 156.1478 431.6043 122.3515 36.7177 77.6029 198.5507 80.5761 366.7624 258.7073 169.706 19.8707 119.5909 125.2433 139.1571 138.3181 78.9586 57.4735 155.1122 144.9494 170.7888 207.1916 158.8368 291.7517 263.4173 30.1434 174.2233 220.68 133.8942 194.1019 114.1409 43.8634 247.9119 381.0423 301.9833 90.2996 389.2396 139.1888 18.99 73.3798 11.513 53.6714 164.5392 115.8091 91.0966 284.5291 8.76 27.8454 37.1121 275.9752 120.015 299.3353 362.552 44.6112 151.2134
266.4189 0.0 78.5694 245.5798 137.9705 195.2111 65.9732 214.0266 56.8161 158.3731 310.481 99.2331 29.4861 134.78 263.1157 126.7772 262.5135 252.2274 119.532 28.0029 298.5187 143.0838 88.9754 240.8563 110.1185 69.3849 112.03 228.5859 144.0846 229.7488 249.903 104.3667 235.0065 117.6703 225.0141 101.9997 259.1361 290.4044 272.2975 221.1316 128.7947 218.0217 221.5616 111.814 289.1147 128.2391 132.194 108.3925 51.2525 33.4857 283.3795 93.6258 48.9366 140.0099 232.2715 245.8147 262.7557 35.0206 187.4259 146.5624 304.6454 178.0174 127.4267 268.3104 201.9448 257.6304 277.872 105.6024 151.9675 181.6023 18.8082 264.6013 262.5135 240.7418 171.7353 289.9461 117.728 118.7157 262.3935 115.5495
335.7694 78.5694 0.0 312.8635 210.8182 261.2406 80.7108 283.1798 21.9205 197.098 366.8693 22.7363 52.9498 109.3224 321.9274 200.2015 328.1776 320.5175 58.8325 106.0355 357.2479 215.2429 167.0386 255.5057 32.7597 147.9319 179.7247 162.572 215.1853 299.6515 307.4928 148.7519 292.7591 40.2929 232.2342 178.5902 326.1081 340.5257 320.2858 265.9277 201.7769 277.8883 286.0608 181.3867 333.6332 177.976 163.4378 177.4606 45.4699 103.5027 349.357 161.9605 115.9492 203.3698 261.4543 295.9116 325.9643 87.8864 131.2504 125.8602 361.7049 113.9679 199.6056 335.1817 266.6561 326.1016 339.7093 181.4711 219.9662 246.7177 60.6632 332.878 328.1776 306.5991 167.4948 339.9492 95.5139 44.2616 325.4877 188.3872
26.7599 245.5798 312.8635 0.0 110.6784 51.726 239.7809 33.1648 292.5238 151.713 91.5647 326.4168 274.5162 280.6437 53.3951 122.042 19.5726 10.0976 321.4285 228.0363 73.7152 104.7669 170.7435 216.2667 336.5522 191.6181 134.0494 405.2824 102.4996 23.5118 56.8434 173.1617 56.606 342.8512 232.7972 152.2469 13.6088 105.3099 106.9344 114.1901 119.4192 52.6034 30.7561 133.7708 128.1055 144.9555 180.7211 137.2671 268.381 244.9555 38.3746 152.3846 198.7438 109.8225 169.4034 91.997 30.6038 225.2329 354.7272 275.5072 84.7231 363.3225 119.6245 22.7675 47.6111 15.2649 46.3519 146.7027 93.7109 66.4811 263.3367 20.8363 19.5726 10.9083 249.2154 105.589 273.4366 338.309 30.9905 131.6887
129.2521 137.9705 210.8182 110.6784 0.0 65.5157 147.9619 77.8298 189.393 114.3921 188.9978 227.3366 167.4071 206.3495 140.7306 11.4364 129.1257 116.0894 230.946 118.1044 173.8782 6.198 60.6254 211.3686 238.0571 81.0259 36.812 328.4846 10.9709 92.5621 131.1363 96.9715 117.7681 245.0073 213.4962 41.8516 124.243 181.7359 169.9612 135.7179 9.1759 98.7248 92.2118 31.941 191.4135 82.3738 122.844 36.0986 169.0284 134.4315 149.0514 50.6782 94.954 42.1594 177.0345 143.2122 132.8836 123.7182 279.1477 207.1221 182.392 281.2636 11.517 133.3185 74.2532 121.2384 149.3724 36.1137 27.417 56.4089 156.423 128.28 129.1257 107.9191 198.5105 181.5498 194.3897 242.3808 132.7187 22.5233
76.232 195.2111 261.2406 51.726 65.5157 0.0 188.2048 27.525 241.0231 108.1408 123.5343 274.6908 223.8452 231.6737 75.4228 76.1178 67.3893 60.0056 270.192 179.2063 108.39 59.3177 125.883 187.894 284.8306 145.5295 83.2145 356.5592 55.5682 43.7606 67.0109 122.401 55.1114 291.1435 199.1162 107.038 64.8692 119.561 111.1988 92.2848 73.1838 36.8145 27.014 83.6831 133.5367 95.1538 133.3078 86.8953 216.6752 196.9664 88.4262 101.6278 147.7006 58.0976 144.6392 86.7215 68.3428 173.7377 306.0229 227.7107 116.9003 313.4169 72.2961 73.9447 9.2291 65.6704 84.4195 101.0861 43.5831 14.8702 212.6466 72.1592 67.3893 45.6255 205.4652 119.4869 223.5454 286.671 68.0852 83.9943
264.239 65.9732 80.7108 239.7809 147.9619 188.2048 0.0 212.4781 66.3522 116.4085 287.4951 88.6989 72.7551 72.0571 243.657 139.0921 253.583 248.2032 83.257 85.4406 278.6807 151.016 122.7859 182.8365 98.0412 111.4101 112.4172 183.2119 149.4344 229.3746 228.8911 69.3621 214.3631 103.8026 163.5983 126.799 252.5536 260.0533 239.6663 185.2334 139.7795 200.5856 211.309 116.1538 252.9329 99.0069 83.1573 111.9815 37.0073 98.3956 274.7248 97.3913 61.0541 130.357 182.8854 215.5688 249.7893 37.8259 136.0983 81.7754 282.5518 134.3568 136.4701 261.4156 192.4616 253.8649 262.6365 127.3123 150.2598 173.3592 66.302 260.3544 253.583 232.4723 106.4241 259.4655 55.676 98.6059 249.2515 127.2549
52.6339 214.0266 283.1798 33.1648 77.8298 27.525 212.4781 0.0 262.456 135.6009 120.1786 297.6536 243.1813 258.4431 75.6735 89.2423 52.3429 38.3393 295.1069 195.6376 103.1031 72.0297 137.643 212.5634 307.9953 158.6158 103.5188 383.3237 70.1612 16.9573 72.6171 148.316 65.2894 314.5073 225.2025 119.2119 46.5786 125.7284 121.9945 113.7394 86.7027 51.5534 28.6324 102.5231 144.3181 121.8971 160.6477 106.2212 239.2941 212.2493 71.4409 121.5933 168.0529 82.2783 167.9084 101.0332 59.5283 195.3079 332.8262 254.8528 113.2923 339.6272 87.1881 55.5695 29.6083 43.6375 76.3541 113.7343 63.2173 41.3387 232.0419 50.6447 52.3429 32.9194 232.987 125.83 249.8673 310.5096 59.6089 99.2612
315.0824 56.8161 21.9205 292.5238 189.393 241.0231 66.3522 262.456 0.0 181.9424 348.8372 42.7143 33.0067 109.275 303.2743 178.6827 308.1687 300.0042 70.706 84.4885 338.6957 193.9209 145.1243 246.835 53.476 126.1124 158.9375 178.5624 194.016 278.8222 289.0515 131.6113 274.237 61.0566 225.2871 156.7208 305.8473 323.7965 303.9613 250.0491 180.3177 258.8897 266.1884 160.3355 318.1471 160.2844 149.3859 156.4641 29.3453 83.2842 329.3206 140.9866 94.7222 183.4021 249.1765 279.0217 306.4303 67.2924 143.0572 124.881 343.5171 128.7288 178.2487 314.9535 246.6936 305.5628 320.4779 159.6607 199.2918 226.6223 39.3452 312.3838 308.1687 286.5148 162.679 323.2444 93.6381 63.1569 305.9755 166.9195
178.4565 158.3731 197.098 151.713 114.3921 108.1408 116.4085 135.6009 181.9424 0.0 176.4266 203.1062 179.3038 133.7417 137.7193 114.6552 159.5272 161.633 185.7092 158.5594 170.5235 112.1919 142.6096 98.9656 211.3128 149.878 88.1542 256.2411 106.899 151.1615 122.3582 54.0085 109.5142 215.9936 99.1308 130.3968 161.8146 145.1013 124.071 69.2833 112.6555 101.616 120.9864 95.0726 136.5384 37.4426 35.1223 93.4052 152.8539 178.2682 179.1291 93.8063 114.2967 72.7162 75.5685 101.6723 150.8777 124.7543 206.0181 125.9896 172.3249 217.9415 108.0897 169.3181 107.2095 166.9777 160.0261 125.7354 94.5976 95.7458 169.442 172.04 159.5272 141.8116 97.7441 144.4647 130.2715 208.696 150.1695 109.5932
