
! Data file for `tsp.mos'
! data rigged to demonstrate violated sub-tour

N_COUNTIES: 100
TOWN_NAMES: ["Bandon, Cork" "Buncrana Town, Donegal" "Dingle, Kerry" "Gorey, Wexford" "Dunboyne, Meath" "Ballynahinch, Down" "Carrick-on-Suir Town, Tipperary South" "Laytown-Bettystown-Mornington, Meath" "Westport, Mayo" "Kildare, Kildare" "Tuam, Galway" "Trim Town, Meath" "Monaghan Town, Monaghan" "Athy Town, Kildare" "Cavan Town, Cavan" "Ballinasloe Town, Galway" "Kilkeel, Newry and Mourne, Down" "Ashbourne, Meath" "Portrush, Coleraine, Antrim" "Nenagh Town, Tipperary North" "Donaghadee, Ards, Down" "New Ross Town, Wexford" "Youghal, Cork" "Carryduff, Castlereagh, Down" "Rush, Fingal" "Warrenpoint, Newry and Mourne, Down" "Thurles Town, Tipperary North" "Newcastle, Down" "Dungarvan Town, Waterford" "Longford Town, Longford" "Portstewart, Coleraine, Londonderry" "Midleton Town, Cork" "Tramore, Waterford" "Shannon, Clare" "Magherafelt, Londonderry" "Portmarnock, Fingal" "Ballyclare, Newtownabbey, Antrim" "Comber, Ards, Down" "Mallow Town, Cork" "Enniscorthy Town, Wexford" "Ballymoney, Antrim" "Skerries, Fingal" "Wicklow Town, Wicklow" "Ballina, Mayo" "Cobh Town, Cork" "Arklow Town, Wicklow" "Maynooth, Kildare" "Cahersiveen, Kerry" "Balbriggan, Fingal, Dublin" "Downpatrick, Down" "Cookstown, Tyrone" "Tullamore Town, Offaly" "Dungannon, Tyrone" "Carrigaline, Cork" "Castlebar Town, Mayo" "Greystones, Wicklow" "Holywood, North Down" "Limavady, Londonderry" "Strabane, Tyrone" "Enniskillen, Fermanagh" "Malahide, Fingal" "Armagh" "Banbridge, Down" "Leixlip, Kildare" "Letterkenny Town, Donegal" "Mullingar, Westmeath" "Athlone Town, Westmeath" "Celbridge, Kildare" "Clonmel Borough, Tipperary South" "Wexford Borough, Wexford" "Larne, Antrim" "Naas Town, Kildare" "Carlow Town, Carlow" "Navan (An Uaimh) Town, Meath" "Sligo Borough, Sligo" "Omagh, Tyrone" "Antrim" "Kilkenny Borough, Kilkenny" "Tralee Town, Kerry" "Ennis Town, Clare" "Coleraine, Londonderry" "Killarney Town, Kerry" "Swords, Fingal" "Carrickfergus, Antrim" "Newry Newry and Mourne, Armagh Down" "Newtownards, Down" "Ballymena Ballymenantrim" "Bray, Wicklow" "Drogheda Borough, Louth" "Dundalk Town, Louth" "Waterford City, Waterford" "Bangor, North Down" "Newtownabbey, Antrim" "Lisburn, Antrim Down" "Galway City, Galway" "Derry, Londonderry" "Limerick City, Limerick" "Cork City, Cork" "Belfast, Antrim Down" "Dublin, Dublin"]
DIST_MATRIX: [
0.0 385.8802 114.1185 195.04 239.9577 350.266 111.4531 273.6376 234.4258 199.3097 196.5437 239.398 301.8234 181.8117 265.403 178.9448 315.264 251.1235 406.6867 129.2081 385.3405 141.2469 64.5193 360.9272 265.6973 309.3512 121.1497 333.4145 84.9524 228.8265 404.6139 42.2534 117.3351 107.7319 362.6703 255.8016 374.5573 369.3452 43.8058 169.1697 397.1537 269.451 227.7508 264.6807 31.7596 209.876 231.8012 105.0589 268.5393 350.2652 347.6105 189.1603 333.4192 24.2554 237.2536 237.425 373.6708 373.7393 352.3838 297.6446 256.9776 320.6535 332.3164 234.6696 362.5551 218.6672 193.7043 230.5546 97.214 167.9123 395.6629 215.2799 171.6683 251.4465 281.5697 330.4733 370.2772 142.5585 88.5189 123.562 400.1173 63.7251 254.2194 382.5073 313.5692 375.0056 382.5886 239.5702 270.7802 294.5082 124.2873 381.5034 374.5573 353.5469 170.7564 373.0831 102.5255 23.3677 369.7133 243.8161
385.8802 0.0 380.7703 283.8292 201.1475 128.9511 309.9297 177.9505 199.1294 222.6234 201.8426 181.3044 103.4602 240.299 127.5849 207.037 151.4211 193.2101 51.1965 257.1071 134.3367 306.3507 354.5748 121.7866 199.6576 137.623 273.9261 143.3803 338.3162 158.0794 47.2387 361.183 331.229 284.8765 68.7309 208.6356 107.6676 127.35 342.3173 298.3183 60.1232 193.6917 256.6256 157.5859 369.3578 273.3569 202.9579 398.5482 188.7829 143.2668 71.3547 206.8241 82.5889 373.9323 185.0809 238.3327 117.0484 18.0627 34.3623 88.8116 205.5665 101.4356 115.9637 206.7331 26.7815 179.1461 192.8969 208.3544 309.7077 317.8726 108.5646 219.1276 257.8583 172.6546 115.85 60.6054 92.225 276.207 350.9093 273.364 50.2754 367.5714 203.2548 115.3468 128.4049 127.9844 80.7767 232.2039 173.1117 143.476 320.5438 125.9746 107.6676 114.4357 231.9829 18.1643 284.8815 366.3795 91.6466 213.1886
114.1185 380.7703 0.0 275.5506 291.5172 383.7838 194.926 320.0564 191.2928 252.8303 179.4803 281.1386 320.9158 240.751 282.3117 190.277 355.2783 300.9248 414.0417 161.24 418.6232 227.3141 166.463 392.122 319.5512 344.2673 177.153 371.3164 180.4587 241.7884 411.115 145.1897 212.3703 113.6509 377.985 312.2219 401.1614 401.7804 109.8088 253.8977 408.5409 321.4029 299.8806 231.4815 138.5831 287.2103 282.7528 21.664 318.5883 387.9747 362.7248 225.1276 350.7444 133.0958 201.3464 303.524 402.9748 373.1706 351.2454 300.9055 312.3436 343.3391 361.4403 287.8745 354.5494 249.5079 211.4331 283.8095 176.0683 259.5198 420.9134 270.8259 238.182 291.8519 265.4653 335.9367 392.6229 212.4991 41.0549 116.6508 408.2475 52.6261 308.4557 410.7721 345.5559 407.2949 401.1018 303.5676 314.9476 329.9835 215.1978 412.7904 401.1614 382.7135 149.5479 372.4049 125.2762 124.5553 391.9063 300.9152
195.04 283.8292 275.5506 0.0 83.5107 193.7099 84.3473 113.7151 248.0159 67.6956 194.6947 102.8013 180.4501 58.2105 162.3328 148.2143 155.3447 93.0913 280.82 129.6607 224.1679 53.9667 132.4943 206.0772 95.4163 158.9054 101.7444 173.2348 110.7812 153.6779 280.4172 153.1443 81.3873 173.7176 232.0181 84.0354 224.3626 211.4427 170.71 26.859 266.5179 101.3132 37.8219 247.9827 164.0505 16.2916 80.8871 278.7186 103.9031 187.6287 220.4809 104.3061 206.0117 171.5905 238.2182 54.5412 219.6517 266.6747 251.1282 205.3442 86.6791 187.585 185.9183 77.5769 270.4008 117.371 137.8636 75.5889 101.5509 39.349 244.4435 65.2907 46.5925 111.2207 229.0384 223.8117 227.1895 64.1021 234.8413 182.1795 274.0903 228.2865 86.8217 228.7337 166.8804 216.5275 243.3166 59.6354 115.7327 147.1173 72.0496 223.5719 224.3626 202.9538 196.301 266.338 157.4174 172.3077 226.9562 74.9405
239.9577 201.1475 291.5172 83.5107 0.0 115.6759 134.8314 34.5895 204.7678 40.8271 157.8277 25.3177 97.7201 58.3747 86.1747 116.5202 77.9015 11.4565 197.5431 130.2774 149.0926 117.9937 187.1696 127.6078 28.0596 77.4548 120.9216 96.4802 166.1981 93.4354 197.0472 202.5779 146.9181 178.2899 148.7242 22.8094 144.5858 134.452 204.1283 102.0141 183.5119 30.2149 56.5518 192.1919 213.1428 72.2165 8.766 300.5836 28.6052 112.67 136.9812 69.3619 122.5022 219.9131 191.4818 39.9407 141.1514 183.7466 169.171 127.6134 21.8498 104.1056 104.1589 6.2297 189.337 58.2498 97.0018 9.7467 144.0885 120.2794 165.3986 25.2152 71.6055 29.216 162.0723 141.8285 145.5499 99.3406 251.1543 179.1667 190.7852 253.6085 17.4339 150.3249 84.6777 139.9207 161.1936 34.2859 33.9924 64.4699 135.7455 146.8447 144.5858 122.8285 171.9994 183.4431 166.3937 216.7394 145.2415 16.24
350.266 128.9511 383.7838 193.7099 115.6759 0.0 249.6564 81.4757 244.9079 153.3757 217.2002 110.9482 71.4668 172.372 105.7779 193.7582 38.4217 104.3447 100.4222 228.4547 35.3258 233.5809 301.4698 12.4229 98.2999 40.965 229.1294 20.7549 281.0006 144.6189 101.7215 315.3282 262.5896 271.7427 60.2374 109.676 31.6776 19.1032 311.1528 215.7877 84.1758 92.4101 158.3233 213.8429 325.5349 179.2146 122.2927 396.5467 90.2317 14.3635 60.7354 163.2256 57.3781 331.9065 228.9882 139.836 25.9433 111.8831 111.2546 112.4381 107.071 49.239 24.8848 121.8116 133.0455 135.5209 172.384 125.3676 257.1654 232.6247 50.7751 140.5716 186.9907 98.8715 167.6332 93.685 40.4559 213.7299 345.9853 267.1337 94.8355 353.9637 107.3423 35.0364 38.2458 24.7491 56.9789 134.304 81.8898 55.8349 251.4203 31.4136 31.6776 14.5975 242.3497 112.0877 264.0612 327.5442 40.6751 119.4133
111.4531 309.9297 194.926 84.3473 134.8314 249.6564 0.0 169.3994 213.7403 96.4442 161.4689 140.4076 213.4227 77.3092 182.5127 121.7699 212.5269 146.2847 320.2251 77.8257 283.7081 32.4598 52.5677 261.2085 158.2509 209.7541 45.2154 231.0806 31.3767 155.3758 318.8551 70.4388 27.6539 106.3297 272.8579 147.6447 276.9606 268.6505 87.169 59.8869 308.3251 162.6946 116.3174 227.8117 81.3898 98.6463 127.5619 196.1472 162.7063 247.4466 258.8071 103.2314 243.9471 88.7458 208.807 126.6935 274.5523 294.9839 275.5766 222.2726 149.2099 228.2687 235.051 128.9836 290.5776 131.0488 124.6124 125.1005 19.0447 64.8895 298.0977 109.6179 63.4218 152.265 225.5466 250.1426 275.4471 36.04 155.1974 119.6262 313.417 145.5755 147.0471 283.6671 215.523 274.2046 289.6627 129.306 167.9225 195.4035 23.1717 281.0326 276.9606 255.2826 150.393 294.4559 89.3417 88.3857 275.0043 135.8213
273.6376 177.9505 320.0564 113.7151 34.5895 81.4757 169.3994 0.0 215.1317 74.3925 173.4117 39.2385 77.3341 92.6554 80.1548 137.2736 43.3955 23.1348 168.2649 159.4581 114.5367 152.1458 221.6867 93.5804 21.7216 45.2623 153.5996 61.9611 200.7708 101.8916 168.1763 236.8068 181.2433 206.4066 119.7798 31.2426 111.1467 100.084 236.8175 134.6404 153.4674 15.9184 80.8622 196.0439 247.3008 100.2732 42.0584 330.2887 10.8487 78.0807 109.7371 95.0078 96.1917 253.9851 200.5779 62.0367 107.1766 160.0408 148.2834 115.4857 28.223 77.1605 72.264 40.5758 169.8044 74.5925 116.0247 44.3353 178.3257 152.0224 131.6799 59.7865 106.1935 30.2969 159.3035 121.6086 113.4763 133.8175 280.2878 205.4017 161.6458 284.4652 27.0386 116.3458 53.5666 105.5039 129.6682 56.0106 7.5024 34.9025 170.0956 112.4626 111.1467 89.5268 191.9109 159.85 195.8325 250.5135 113.2477 38.7747
234.4258 199.1294 191.2928 248.0159 204.7678 244.9079 213.7403 215.1317 0.0 186.4804 53.8605 181.6664 173.4553 190.1947 142.3788 99.9287 231.2632 207.782 240.6945 135.9978 274.6773 231.8109 233.795 248.7602 227.4573 214.7503 168.7419 240.9523 228.2933 113.3515 237.183 228.2717 241.3843 128.3723 216.256 226.8656 250.4938 258.8005 193.5768 243.4104 239.5176 225.4754 247.3551 41.9545 231.8399 249.1353 198.3342 211.4388 220.2293 254.5128 202.6936 145.7215 195.2302 233.0322 15.9701 238.463 255.6126 195.669 175.0792 136.7231 225.0955 196.2433 220.0242 205.3579 172.3545 146.5337 111.9274 202.9653 201.4853 260.7479 266.3323 199.4117 202.0956 186.0471 85.8501 168.3604 237.6032 197.64 170.5639 111.6795 236.0403 193.6028 220.4743 261.1031 211.3529 263.3966 240.5252 234.6327 207.7743 204.6632 234.9423 266.8581 250.4938 237.9273 66.354 194.8663 139.0618 222.6707 236.7839 220.489
199.3097 222.6234 252.8303 67.6956 40.8271 153.3757 96.4442 74.3925 186.4804 0.0 135.0783 44.4738 121.2223 19.2526 97.0543 89.6119 116.7722 51.8376 226.7301 92.126 187.7419 84.7962 148.0962 164.8231 67.8895 113.3122 80.1626 135.2213 127.7164 86.1081 225.7026 162.5279 112.0185 140.5496 178.4966 59.5686 180.5341 172.4214 163.322 76.3052 213.9514 70.8548 61.0504 182.1252 172.9649 64.2438 32.502 261.0579 69.4172 151.8336 165.1398 40.9505 150.2367 179.6103 175.1723 55.3351 178.1315 206.2901 188.9014 139.954 59.9653 133.4588 138.7222 36.0039 206.7964 49.716 74.5531 31.8315 104.0994 96.1516 201.6609 18.0155 35.8674 56.0504 161.3547 162.0211 179.4012 60.4265 212.142 143.2766 219.9 213.4627 56.4437 187.2372 119.151 178.0075 194.0193 53.3818 72.0357 98.9783 100.8769 184.7823 180.5341 158.843 143.4088 205.8614 127.5685 176.1484 178.9869 48.0937
